target_id	length	eff_length	est_counts	tpm
CPERKG00000005020.1	1218	1001.91	2925	35.1627
CPERKG00000005021.1	1492	1275.91	1402	13.2347
CPERKG00000005022.1	698	482.751	362	9.0317
CPERKG00000005023.1	3187	2970.91	9389	38.0639
CPERKG00000005024.1	2644	2427.91	3344	16.5889
CPERKG00000005025.1	2376	2159.91	5198	28.9858
CPERKG00000005026.1	1367	1150.91	14228	148.897
CPERKG00000005027.1	1668	1451.91	5023.9	41.676
CPERKG00000005028.1	3905	3688.91	1518	4.9563
CPERKG00000005029.1	1374	1157.91	0	0
CPERKG00000005030.1	2248	2031.91	1604	9.50789
CPERKG00000005031.1	507	297.917	311	12.5733
CPERKG00000005032.1	1590	1373.91	707	6.19791
CPERKG00000005033.1	2062	1845.91	2003	13.0694
CPERKG00000005034.1	3450	3233.91	2149	8.00373
CPERKG00000005035.1	366	173.419	1365	94.8027
CPERKG00000005036.1	1017	800.907	691	10.3915
CPERKG00000005037.1	1548	1331.91	1918.2	17.3462
CPERKG00000005038.1	3765	3548.91	1228.8	4.17031
CPERKG00000005039.1	1729	1512.91	812	6.46439
CPERKG00000005040.1	2007	1790.91	2438	16.3962
CPERKG00000005041.1	492	284.281	1447	61.3061
CPERKG00000005042.1	715	499.603	81075	1954.54
CPERKG00000005043.1	1592	1375.91	2729	23.889
CPERKG00000005044.1	453	249.151	558	26.9746
CPERKG00000005045.1	2404	2187.91	1626	8.95108
CPERKG00000005046.1	1450	1233.91	8374	81.7399
CPERKG00000005047.1	1559	1342.91	3276.75	29.3888
CPERKG00000005047.2	1641	1424.91	13220.2	111.747
CPERKG00000005048.1	2003	1786.91	3821	25.7548
CPERKG00000005049.1	3015	2798.91	818	3.52005
CPERKG00000005050.1	798	582.029	2618	54.1762
CPERKG00000005051.1	2676	2459.91	2220.37	10.8715
CPERKG00000005052.1	1635	1418.91	4913	41.7039
CPERKG00000005053.1	1635	1418.91	1524	12.9364
CPERKG00000005054.1	1801	1584.91	1794	13.6333
CPERKG00000005055.1	2643	2426.91	3334	16.5461
CPERKG00000005056.1	1628	1411.91	5076	43.3011
CPERKG00000005057.1	1980	1763.91	31891	217.759
CPERKG00000005058.1	1526	1309.91	3014.9	27.7214
CPERKG00000005059.1	1875	1658.91	1190.12	8.64075
CPERKG00000005060.1	4342	4125.91	7512	21.929
CPERKG00000005061.1	1553	1336.91	1344	12.1083
CPERKG00000005062.1	747	531.087	1601	36.3086
CPERKG00000005063.1	3006	2789.91	4020	17.3548
CPERKG00000005064.1	771	555.087	4303	93.3671
CPERKG00000005065.1	1461	1244.91	4596	44.4659
CPERKG00000005066.1	2171	1954.91	6933	42.7148
CPERKG00000005067.1	5142	4925.91	981	2.39865
CPERKG00000005068.1	567	354.96	959	32.5404
CPERKG00000005069.1	1384	1167.91	1709	17.6245
CPERKG00000005070.1	3649	3432.91	2979	10.4518
CPERKG00000005071.1	3099	2882.91	5086.1	21.249
CPERKG00000005072.1	1377	1160.91	4495.9	46.6447
CPERKG00000005073.1	1911	1694.91	1100	7.81682
CPERKG00000005074.1	2061	1844.91	6602	43.1007
CPERKG00000005075.1	2006	1789.91	2245.81	15.1122
CPERKG00000005076.1	2049	1832.91	1872	12.3012
CPERKG00000005077.1	1750	1533.91	1050	8.24468
CPERKG00000005078.1	2478	2261.91	1809	9.63268
CPERKG00000005079.1	2040	1823.91	6875	45.3998
CPERKG00000005080.1	6491	6274.91	3021.92	5.80041
CPERKG00000005081.1	5537	5320.91	803.085	1.81785
CPERKG00000005082.1	1775	1558.91	1601	12.3696
CPERKG00000005083.1	2494	2277.91	2701	14.2814
CPERKG00000005084.1	2048	1831.91	14143	92.9869
CPERKG00000005085.1	1124	907.907	1398	18.546
CPERKG00000005086.1	1557	1340.91	7050	63.3248
CPERKG00000005087.1	2094	1877.91	970	6.2213
CPERKG00000005088.1	897	680.907	329	5.81958
CPERKG00000005089.1	1218	1001.91	781	9.38874
CPERKG00000005090.1	2360	2143.91	3037	17.0617
CPERKG00000005091.1	825	608.969	4760	94.1445
CPERKG00000005092.1	2754	2537.91	2691	12.7709
CPERKG00000005093.1	4578	4361.91	353	0.974724
CPERKG00000005094.1	1971	1754.91	1548	10.6243
CPERKG00000005095.1	1680	1463.91	1369	11.2635
CPERKG00000005096.1	3399	3182.91	1038	3.92787
CPERKG00000005097.1	3021	2804.91	2980	12.7962
CPERKG00000005098.1	954	737.907	381	6.2188
CPERKG00000005099.1	1350	1133.91	1141	12.1197
CPERKG00000005100.1	7410	7193.91	4516	7.56089
CPERKG00000005101.1	390	193.734	324	20.143
CPERKG00000005102.1	1461	1244.91	1380	13.3514
CPERKG00000005103.1	1506	1289.91	7375	68.8632
CPERKG00000005104.1	852	635.907	14	0.265166
CPERKG00000005105.1	572	359.888	4	0.133868
CPERKG00000005106.1	1176	959.907	23	0.288591
CPERKG00000005107.1	1181	964.907	4496	56.1209
CPERKG00000005108.1	4167	3950.91	2816	8.58459
CPERKG00000005109.1	1053	836.907	49	0.705184
CPERKG00000005110.1	2285	2068.91	2348	13.6691
CPERKG00000005111.1	1163	946.907	57090	726.167
CPERKG00000005112.1	2730	2513.91	957.628	4.58808
CPERKG00000005113.1	414	214.8	369	20.6907
CPERKG00000005114.1	3778	3561.91	3208	10.8476
CPERKG00000005115.1	1727	1510.91	17040	135.836
CPERKG00000005116.1	1476	1259.91	635.027	6.07068
CPERKG00000005117.1	1542	1325.91	20	0.181677
CPERKG00000005118.1	686	470.845	7	0.179062
CPERKG00000005119.1	2189	1972.91	63877.7	389.965
CPERKG00000005120.1	3133	2916.91	1489	6.14831
CPERKG00000005121.1	1093	876.907	20509	281.692
CPERKG00000005122.1	1971	1754.91	8686	59.6141
CPERKG00000005123.1	252	87.9802	33370	4568.3
CPERKG00000005124.1	2395	2178.91	1646	9.0986
CPERKG00000005125.1	2986	2769.91	30596	133.04
CPERKG00000005126.1	1156	939.907	9240	118.405
CPERKG00000005127.1	1124	907.907	5520	73.2287
CPERKG00000005128.1	2584	2367.91	17377	88.3881
CPERKG00000005129.1	1185	968.907	3675	45.6834
CPERKG00000005130.1	772	556.087	5947	128.807
CPERKG00000005131.1	3063	2846.91	2452	10.3736
CPERKG00000005132.1	981	764.907	88	1.38566
CPERKG00000005133.1	1590	1373.91	128	1.12211
CPERKG00000005134.1	836	619.969	6283	122.062
CPERKG00000005135.1	1569	1352.91	5186	46.1687
CPERKG00000005136.1	3297	3080.91	1120	4.37848
CPERKG00000005137.1	924	707.907	407	6.92471
CPERKG00000005138.1	595	381.949	5401	170.315
CPERKG00000005139.1	420	220.045	4262	233.284
CPERKG00000005140.1	1347	1130.91	1271	13.5364
CPERKG00000005141.1	1340	1123.91	4975	53.3146
CPERKG00000005142.1	1959	1742.91	982	6.78611
CPERKG00000005143.1	5933	5716.91	2248	4.73608
CPERKG00000005144.1	2199	1982.91	20392	123.863
CPERKG00000005145.1	1150	933.907	6996	90.2256
CPERKG00000005146.1	1589	1372.91	1742	15.2824
CPERKG00000005147.1	1659	1442.91	9	0.0751256
CPERKG00000005148.1	3319	3102.91	3147.73	12.2183
CPERKG00000005149.1	1242	1025.91	3505.27	41.1526
CPERKG00000005150.1	4388	4171.91	1870	5.39872
CPERKG00000005151.1	425	224.275	0	0
CPERKG00000005152.1	2070	1853.91	273.149	1.77458
CPERKG00000005153.1	5000	4783.91	1804	4.5419
CPERKG00000005154.1	7161	6944.91	185	0.32084
CPERKG00000005155.1	1149	932.907	2724	35.1684
CPERKG00000005156.1	1406	1189.91	2978	30.1436
CPERKG00000005157.1	5611	5394.91	1082	2.41561
CPERKG00000005158.1	3946	3729.91	337	1.08822
CPERKG00000005159.1	1859	1642.91	593	4.34736
CPERKG00000005160.1	570	357.924	2249	75.6802
CPERKG00000005161.1	3667	3450.91	6521.53	22.7614
CPERKG00000005162.1	1005	788.907	0.469914	0.00717425
CPERKG00000005163.1	2194	1977.91	8674.96	52.8257
CPERKG00000005164.1	675	459.892	16.0433	0.420167
CPERKG00000005165.1	3062	2845.91	5498	23.2685
CPERKG00000005166.1	3327	3110.91	3689.09	14.2829
CPERKG00000005167.1	1008	791.907	310.912	4.72876
CPERKG00000005168.1	2312	2095.91	3645	20.9464
CPERKG00000005169.1	768	552.087	9419	205.485
CPERKG00000005170.1	2209	1992.91	5203	31.4449
CPERKG00000005171.1	1095	878.907	1684	23.0772
CPERKG00000005172.1	4607	4390.91	8258.68	22.6537
CPERKG00000005173.1	1023	806.907	4018.32	59.9798
CPERKG00000005174.1	2286	2069.91	38475	223.878
CPERKG00000005175.1	234	77.0512	2372	370.782
CPERKG00000005176.1	571	358.924	127999	4295.24
CPERKG00000005177.1	1680	1463.91	6465	53.191
CPERKG00000005178.1	579	366.631	886	29.1064
CPERKG00000005179.1	306	126.595	485	46.1432
CPERKG00000005180.1	4310	4093.91	4130	12.1505
CPERKG00000005181.1	2321	2104.91	6402	36.6325
CPERKG00000005182.1	1254	1037.91	3609	41.8805
CPERKG00000005183.1	966	749.907	1249	20.0604
CPERKG00000005184.1	921	704.907	3829	65.424
CPERKG00000005185.1	979	762.907	4452	70.2857
CPERKG00000005186.1	1660	1443.91	2746	22.9058
CPERKG00000005187.1	3979	3762.91	9169	29.3482
CPERKG00000005188.1	1794	1577.91	0	0
CPERKG00000005189.1	1506	1289.91	1067	9.96299
CPERKG00000005190.1	3554	3337.91	2072	7.47651
CPERKG00000005191.1	2095	1878.91	37117	237.931
CPERKG00000005192.1	285	110.892	18568	2016.73
CPERKG00000005193.1	1830	1613.91	586	4.37323
CPERKG00000005194.1	1852	1635.91	1334	9.82157
CPERKG00000005195.1	2720	2503.91	7284.24	35.0388
CPERKG00000005196.1	2382	2165.91	293	1.62934
CPERKG00000005197.1	1113	896.907	749	10.0581
CPERKG00000005198.1	745	529.14	2612	59.4547
CPERKG00000005199.1	1695	1478.91	2418	19.6924
CPERKG00000005200.1	782	566.087	183437	3902.9
CPERKG00000005201.1	288	113.207	12220	1300.11
CPERKG00000005202.1	528	317.787	2271	86.0725
CPERKG00000005203.1	1733	1516.91	36195	287.391
CPERKG00000005204.1	1689	1472.91	3187	26.061
CPERKG00000005205.1	3359	3142.91	2389	9.15521
CPERKG00000005206.1	2736	2519.91	4511	21.5611
CPERKG00000005207.1	3630	3413.91	4710	16.617
CPERKG00000005208.1	3717	3500.91	1222	4.20411
CPERKG00000005209.1	1737	1520.91	8534	67.5824
CPERKG00000005210.1	1622	1405.91	1875	16.0631
CPERKG00000005211.1	1900	1683.91	371.621	2.65806
CPERKG00000005211.2	1912	1695.91	2130.49	15.1307
CPERKG00000005212.1	3509	3292.91	4853.38	17.752
CPERKG00000005213.1	1515	1298.91	2050.62	19.0148
CPERKG00000005214.1	1736	1519.91	2054	16.2767
CPERKG00000005215.1	3186	2969.91	5509	22.3416
CPERKG00000005216.1	1482	1265.91	0	0
CPERKG00000005217.1	486	278.859	1509	65.1761
CPERKG00000005218.1	3234	3017.91	6516	26.0051
CPERKG00000005219.1	384	188.595	14738	941.223
CPERKG00000005220.1	1385	1168.91	4561	46.9963
CPERKG00000005221.1	1478	1261.91	10553	100.724
CPERKG00000005222.1	1804	1587.91	784	5.94668
CPERKG00000005223.1	7957	7740.91	10499.5	16.3365
CPERKG00000005223.2	7955	7738.91	2480.55	3.86057
CPERKG00000005224.1	2145	1928.91	0	0
CPERKG00000005225.1	1025	808.907	4416	65.7528
CPERKG00000005226.1	1693	1476.91	331	2.69934
CPERKG00000005227.1	1170	953.907	1723.75	21.7646
CPERKG00000005228.1	2302	2085.91	3646.25	21.054
CPERKG00000005229.1	3507	3290.91	2747.91	10.0571
CPERKG00000005230.1	3408	3191.91	415.086	1.56629
CPERKG00000005231.1	1362	1145.91	1453	15.2721
CPERKG00000005232.1	975	758.907	2704	42.9143
CPERKG00000005233.1	4412	4195.91	4548.34	13.056
CPERKG00000005234.1	1638	1421.91	1579.66	13.3806
CPERKG00000005235.1	3483	3266.91	2376	8.75978
CPERKG00000005236.1	2559	2342.91	15399	79.1628
CPERKG00000005237.1	1677	1460.91	1376	11.3443
CPERKG00000005238.1	3427	3210.91	9461	35.4889
CPERKG00000005239.1	640	425.734	11127	314.792
CPERKG00000005240.1	3393	3176.91	2504	9.49322
CPERKG00000005241.1	1584	1367.91	6771	59.6183
CPERKG00000005242.1	288	113.207	0	0
CPERKG00000005243.1	1720	1503.91	4318	34.5816
CPERKG00000005244.1	2150	1933.91	1610.7	10.0314
CPERKG00000005245.1	2601	2384.91	3149	15.9032
CPERKG00000005246.1	2351	2134.91	2261	12.7557
CPERKG00000005247.1	2320	2103.91	3551	20.3286
CPERKG00000005248.1	1209	992.907	8159	98.9719
CPERKG00000005249.1	1569	1352.91	19124	170.253
CPERKG00000005250.1	1953	1736.91	3857	26.7459
CPERKG00000005251.1	1214	997.907	9771	117.932
CPERKG00000005252.1	3492	3275.91	10022	36.8474
CPERKG00000005253.1	1134	917.907	0	0
CPERKG00000005254.1	836	619.969	4366	84.8197
CPERKG00000005255.1	630	415.987	1130	32.7177
CPERKG00000005256.1	1991	1774.91	4339	29.4441
CPERKG00000005257.1	2302	2085.91	2018.91	11.6575
CPERKG00000005258.1	642	427.648	714.087	20.1116
CPERKG00000005259.1	546	334.86	15987	575.026
CPERKG00000005260.1	2684	2467.91	665	3.24546
CPERKG00000005261.1	1362	1145.91	1620	17.0274
CPERKG00000005262.1	1257	1040.91	5733	66.3366
CPERKG00000005263.1	1627	1410.91	279	2.38171
CPERKG00000005264.1	2749	2532.91	3842	18.2693
CPERKG00000005265.1	2663	2446.91	3374	16.6078
CPERKG00000005266.1	1420	1203.91	4604	46.0602
CPERKG00000005267.1	910	693.907	2696.16	46.798
CPERKG00000005268.1	2450	2233.91	2324.84	12.5346
CPERKG00000005269.1	1426	1209.91	43395	431.988
CPERKG00000005270.1	1620	1403.91	10248	87.9193
CPERKG00000005271.1	1089	872.907	2279	31.4456
CPERKG00000005272.1	1805	1588.91	1129	8.55813
CPERKG00000005273.1	1652	1435.91	9190	77.0855
CPERKG00000005274.1	2127	1910.91	51	0.321451
CPERKG00000005275.1	2600	2383.91	1746	8.82142
CPERKG00000005276.1	1893	1676.91	3301	23.7094
CPERKG00000005277.1	2239	2022.91	2671	15.9031
CPERKG00000005278.1	1080	863.907	59	0.822562
CPERKG00000005279.1	867	650.907	4132	76.4583
CPERKG00000005280.1	1187	970.907	13357	165.697
CPERKG00000005281.1	1827	1610.91	5736	42.8867
CPERKG00000005282.1	552	340.381	1299	45.9649
CPERKG00000005283.1	1894	1677.91	4501	32.3091
CPERKG00000005284.1	2072	1855.91	3078	19.9754
CPERKG00000005285.1	2021	1804.91	5491	36.6421
CPERKG00000005286.1	1676	1459.91	713	5.88231
CPERKG00000005287.1	702	486.751	8	0.197955
CPERKG00000005288.1	1780	1563.91	15993	123.169
CPERKG00000005289.1	2500	2283.91	8173	43.1009
CPERKG00000005290.1	2241	2024.91	42	0.24982
CPERKG00000005291.1	1645	1428.91	559	4.71185
CPERKG00000005292.1	2883	2666.91	33837	152.816
CPERKG00000005293.1	816	599.969	136	2.73019
CPERKG00000005294.1	3534	3317.91	5703	20.7025
CPERKG00000005295.1	802	586.029	695	14.284
CPERKG00000005296.1	17070	16853.9	9053	6.46957
CPERKG00000005297.1	3280	3063.91	2752	10.8182
CPERKG00000005298.1	2264	2047.91	3958	23.2782
CPERKG00000005299.1	768	552.087	0	0
CPERKG00000005300.1	2034	1817.91	2193.71	14.5342
CPERKG00000005301.1	1352	1135.91	406.286	4.30797
CPERKG00000005302.1	1416	1199.91	389	3.90468
CPERKG00000005303.1	2084	1867.91	1539.69	9.92801
CPERKG00000005304.1	1269	1052.91	23952.3	273.994
CPERKG00000005305.1	8878	8661.91	7164.72	9.96252
CPERKG00000005306.1	7287	7070.91	3729.28	6.35233
CPERKG00000005307.1	1164	947.907	2664	33.8495
CPERKG00000005308.1	5475	5258.91	448.81	1.0279
CPERKG00000005309.1	2196	1979.91	82634.2	502.688
CPERKG00000005310.1	423	222.463	2080	112.613
CPERKG00000005311.1	2982	2765.91	5069	22.0733
CPERKG00000005312.1	3343	3126.91	7386	28.4497
CPERKG00000005313.1	1875	1658.91	13	0.0943854
CPERKG00000005314.1	990	773.907	3900	60.6959
CPERKG00000005315.1	1847	1630.91	3397	25.0871
CPERKG00000005316.1	1127	910.907	6531	86.3553
CPERKG00000005317.1	3121	2904.91	6895	28.5881
CPERKG00000005318.1	936	719.907	0	0
CPERKG00000005319.1	2170	1953.91	3020.65	18.62
CPERKG00000005320.1	1400	1183.91	6894.35	70.1389
CPERKG00000005321.1	1281	1064.91	26012	294.202
CPERKG00000005322.1	1160	943.907	4107	52.4058
CPERKG00000005323.1	1609	1392.91	4563	39.4559
CPERKG00000005324.1	3794	3577.91	3630	12.2197
CPERKG00000005325.1	3318	3101.91	2385	9.26069
CPERKG00000005326.1	1528	1311.91	1407	12.9174
CPERKG00000005327.1	2762	2545.91	5981	28.2953
CPERKG00000005328.1	1791	1574.91	0	0
CPERKG00000005329.1	1873	1656.91	1631	11.856
CPERKG00000005330.1	2515	2298.91	12979.3	68.0006
CPERKG00000005331.1	3958	3741.91	16211.7	52.1819
CPERKG00000005332.1	1737	1520.91	14413	114.139
CPERKG00000005333.1	703	487.751	682.82	16.8613
CPERKG00000005334.1	1452	1235.91	0	0
CPERKG00000005335.1	1146	929.907	1470.1	19.0411
CPERKG00000005336.1	2094	1877.91	351.663	2.25547
CPERKG00000005337.1	2381	2164.91	1338.58	7.4471
CPERKG00000005338.1	1398	1181.91	1621	16.519
CPERKG00000005339.1	12879	12662.9	6448	6.13303
CPERKG00000005340.1	1127	910.907	1282	16.9511
CPERKG00000005341.1	1823	1606.91	15362	115.144
CPERKG00000005342.1	3326	3109.91	3154	12.2151
CPERKG00000005343.1	1908	1691.91	0	0
CPERKG00000005344.1	1005	788.907	1384	21.1297
CPERKG00000005345.1	1005	788.907	937	14.3053
CPERKG00000005346.1	7453	7236.91	11568.6	19.2536
CPERKG00000005347.1	1614	1397.91	555.36	4.78497
CPERKG00000005348.1	3416	3199.91	1854	6.9784
CPERKG00000005349.1	2703	2486.91	6460	31.2865
CPERKG00000005350.1	483	276.286	3463	150.965
CPERKG00000005351.1	2104	1887.91	1396	8.90612
CPERKG00000005352.1	2564	2347.91	1485	7.61779
CPERKG00000005353.1	1802	1585.91	26512	201.348
CPERKG00000005354.1	2106	1889.91	11992.4	76.4277
CPERKG00000005355.1	507	297.917	291.561	11.7874
CPERKG00000005356.1	2757	2540.91	1126	5.33744
CPERKG00000005357.1	7872	7655.91	9759	15.353
CPERKG00000005358.1	1574	1357.91	10676	94.6939
CPERKG00000005359.1	1694	1477.91	637	5.1913
CPERKG00000005360.1	213	63.7089	13748	2599.1
CPERKG00000005361.1	2691	2474.91	3300	16.0597
CPERKG00000005362.1	318	135.533	606.991	53.9413
CPERKG00000005363.1	609	395.676	1420	43.2247
CPERKG00000005364.1	1668	1451.91	1408	11.6801
CPERKG00000005365.1	1389	1172.91	3206	32.9218
CPERKG00000005366.1	4159	3942.91	1703	5.20214
CPERKG00000005367.1	1872	1655.91	2548	18.5331
CPERKG00000005368.1	2731	2514.91	3397	16.2689
CPERKG00000005369.1	1387	1170.91	2606.57	26.8121
CPERKG00000005370.1	1886	1669.91	1107.43	7.98744
CPERKG00000005371.1	1657	1440.91	5445	45.514
CPERKG00000005372.1	1386	1169.91	1784	18.3665
CPERKG00000005373.1	1089	872.907	2083	28.7412
CPERKG00000005374.1	429	227.825	397	20.9881
CPERKG00000005375.1	4261	4044.91	6723	20.0188
CPERKG00000005376.1	1015	798.907	11357	171.219
CPERKG00000005377.1	1177	960.907	315.372	3.95299
CPERKG00000005377.2	1320	1103.91	2241.63	24.4576
CPERKG00000005378.1	2100	1883.91	960	6.13755
CPERKG00000005379.1	1500	1283.91	14358	134.693
CPERKG00000005380.1	1452	1235.91	5476	53.3656
CPERKG00000005381.1	1631	1414.91	49167	418.533
CPERKG00000005382.1	1710	1493.91	516	4.16016
CPERKG00000005383.1	3318	3101.91	3878	15.0578
CPERKG00000005384.1	2926	2709.91	58	0.257785
CPERKG00000005385.1	3981	3764.91	26786	85.6914
CPERKG00000005386.1	1826	1609.91	2535	18.9653
CPERKG00000005387.1	2143	1926.91	5306.04	33.166
CPERKG00000005388.1	291	115.497	61.9604	6.46139
CPERKG00000005389.1	1901	1684.91	1861	13.3031
CPERKG00000005390.1	2456	2239.91	4066	21.8636
CPERKG00000005391.1	1314	1097.91	463	5.07924
CPERKG00000005392.1	3150	2933.91	1616	6.63405
CPERKG00000005393.1	1677	1460.91	864	7.12319
CPERKG00000005394.1	2938	2721.91	1656	7.32775
CPERKG00000005395.1	1283	1066.91	1405	15.8611
CPERKG00000005396.1	2038	1821.91	2396	15.8396
CPERKG00000005397.1	3992	3775.91	16206	51.6938
CPERKG00000005398.1	1527	1310.91	0	0
CPERKG00000005399.1	2080	1863.91	19133	123.635
CPERKG00000005400.1	1053	836.907	9555	137.511
CPERKG00000005401.1	1188	971.907	3407	42.2212
CPERKG00000005402.1	1162	945.907	1848	23.5308
CPERKG00000005403.1	1430	1213.91	2105	20.8858
CPERKG00000005404.1	1724	1507.91	806	6.4379
CPERKG00000005405.1	1326	1109.91	5488	59.554
CPERKG00000005406.1	1578	1361.91	5079	44.9174
CPERKG00000005407.1	2411	2194.91	1560	8.56036
CPERKG00000005408.1	7953	7736.91	5802	9.03221
CPERKG00000005409.1	1622	1405.91	1039	8.90108
CPERKG00000005410.1	5249	5032.91	7239	17.3238
CPERKG00000005411.1	1089	872.907	2575.58	35.5378
CPERKG00000005411.2	1180	963.907	234.42	2.92916
CPERKG00000005412.1	3834	3617.91	599	1.99413
CPERKG00000005413.1	2073	1856.91	617	4.00201
CPERKG00000005414.1	4870	4653.91	7705.38	19.9416
CPERKG00000005415.1	1221	1004.91	7443	89.2084
CPERKG00000005416.1	2483	2266.91	4973	26.4222
CPERKG00000005417.1	780	564.087	0	0
CPERKG00000005418.1	4473	4256.91	4306.9	12.1858
CPERKG00000005418.2	4699	4482.91	8620.78	23.1617
CPERKG00000005418.3	4925	4708.91	2074.33	5.30568
CPERKG00000005419.1	3406	3189.91	2482	9.37146
CPERKG00000005420.1	1640	1423.91	765	6.47088
CPERKG00000005421.1	743	527.193	3825	87.3868
CPERKG00000005422.1	1710	1493.91	2914	23.4936
CPERKG00000005423.1	378	183.561	5471.22	358.995
CPERKG00000005424.1	2263	2046.91	2090	12.2979
CPERKG00000005425.1	318	135.533	56409	5012.88
CPERKG00000005426.1	603	389.794	30	0.926978
CPERKG00000005427.1	1651	1434.91	201	1.68716
CPERKG00000005428.1	1410	1193.91	113	1.13996
CPERKG00000005429.1	6684	6467.91	1207	2.24764
CPERKG00000005430.1	3987	3770.91	3179	10.1538
CPERKG00000005431.1	1233	1016.91	24692	292.455
CPERKG00000005432.1	1329	1112.91	2784.05	30.1302
CPERKG00000005433.1	3117	2900.91	3453	14.3366
CPERKG00000005434.1	1764	1547.91	3542	27.5605
CPERKG00000005435.1	888	671.907	4862	87.1544
CPERKG00000005436.1	1278	1061.91	31700	359.548
CPERKG00000005437.1	1919	1702.91	24925	176.29
CPERKG00000005438.1	231	74.9717	3575	574.331
CPERKG00000005439.1	3074	2857.91	7786.81	32.8167
CPERKG00000005440.1	1395	1178.91	1834.19	18.7391
CPERKG00000005441.1	1443	1226.91	0	0
CPERKG00000005442.1	1230	1013.91	154.887	1.83993
CPERKG00000005443.1	2061	1844.91	13088	85.4441
CPERKG00000005444.1	381	186.1	583	37.7316
CPERKG00000005445.1	1266	1049.91	1698	19.4792
CPERKG00000005446.1	1125	908.907	3712	49.1895
CPERKG00000005447.1	4652	4435.91	6003	16.2993
CPERKG00000005448.1	983	766.907	18642	292.775
CPERKG00000005449.1	5698	5481.91	10173.1	22.3514
CPERKG00000005450.1	3126	2909.91	2753.93	11.3987
CPERKG00000005451.1	894	677.907	40	0.710679
CPERKG00000005452.1	876	659.907	2634	48.0747
CPERKG00000005453.1	2250	2033.91	289	1.7114
CPERKG00000005454.1	1671	1454.91	709	5.86941
CPERKG00000005455.1	2035	1818.91	3926	25.997
CPERKG00000005456.1	1189	972.907	10063	124.578
CPERKG00000005457.1	1807	1590.91	2364.22	17.8989
CPERKG00000005458.1	1485	1268.91	2227.45	21.1428
CPERKG00000005459.1	1747	1530.91	18390.3	144.685
CPERKG00000005460.1	4784	4567.91	4181	11.0242
CPERKG00000005461.1	4388	4171.91	1066	3.07756
CPERKG00000005462.1	291	115.497	1635	170.502
CPERKG00000005463.1	2870	2653.91	269	1.22082
CPERKG00000005464.1	1146	929.907	3338	43.2345
CPERKG00000005465.1	1332	1115.91	3802	41.0362
CPERKG00000005466.1	2160	1943.91	6126	37.9564
CPERKG00000005467.1	10493	10276.9	14345	16.8121
CPERKG00000005468.1	9048	8831.91	0	0
CPERKG00000005469.1	844	627.907	1628	31.2279
CPERKG00000005470.1	2599	2382.91	1382	6.98529
CPERKG00000005471.1	771	555.087	900	19.5283
CPERKG00000005472.1	1723	1506.91	5172	41.3386
CPERKG00000005473.1	1655	1438.91	210.104	1.75867
CPERKG00000005474.1	420	220.045	91	4.98097
CPERKG00000005475.1	1659	1442.91	24098	201.153
CPERKG00000005476.1	2696	2479.91	5923	28.7667
CPERKG00000005477.1	2086	1869.91	17584.4	113.264
CPERKG00000005477.2	2038	1821.91	49.5731	0.32772
CPERKG00000005478.1	3402	3185.91	780.042	2.94896
CPERKG00000005479.1	1787	1570.91	3863	29.6181
CPERKG00000005480.1	1658	1441.91	29480	246.249
CPERKG00000005481.1	1938	1721.91	1268	8.86938
CPERKG00000005482.1	1858	1641.91	1588	11.6489
CPERKG00000005483.1	1363	1146.91	2862	30.0556
CPERKG00000005484.1	724	508.401	19648	465.474
CPERKG00000005485.1	5006	4789.91	6688	16.8172
CPERKG00000005486.1	1395	1178.91	1275	13.0261
CPERKG00000005487.1	912	695.907	5217	90.2928
CPERKG00000005488.1	1876	1659.91	10227	74.2075
CPERKG00000005489.1	1154	937.907	3548	45.5625
CPERKG00000005490.1	1243	1026.91	2684	31.48
CPERKG00000005491.1	2380	2163.91	3622	20.1601
CPERKG00000005492.1	1689	1472.91	3789	30.9837
CPERKG00000005493.1	378	183.561	1169	76.7041
CPERKG00000005494.1	1671	1454.91	243	2.01166
CPERKG00000005495.1	1413	1196.91	442	4.4478
CPERKG00000005496.1	1744	1527.91	1908	15.0406
CPERKG00000005497.1	1067	850.907	8841	125.142
CPERKG00000005498.1	4559	4342.91	23094	64.0475
CPERKG00000005498.2	4430	4213.91	0	0
CPERKG00000005499.1	354	163.381	0	0
CPERKG00000005500.1	4583	4366.91	938.999	2.58985
CPERKG00000005501.1	2691	2474.91	0.00118462	5.76504e-06
CPERKG00000005502.1	2704	2487.91	9292	44.9841
CPERKG00000005503.1	879	662.907	0	0
CPERKG00000005504.1	2537	2320.91	11883	61.6671
CPERKG00000005505.1	1267	1050.91	6110.95	70.0371
CPERKG00000005506.1	6111	5894.91	7932	16.2065
CPERKG00000005507.1	669	454.074	1374.06	36.447
CPERKG00000005508.1	863	646.907	3594.94	66.932
CPERKG00000005509.1	2842	2625.91	1660	7.61399
CPERKG00000005510.1	1806	1589.91	2159	16.3555
CPERKG00000005511.1	2277	2060.91	3990	23.3184
CPERKG00000005512.1	2085	1868.91	6858	44.1971
CPERKG00000005513.1	1459	1242.91	6181	59.8968
CPERKG00000005514.1	594	381.065	2101	66.4066
CPERKG00000005515.1	2938	2721.91	4977	22.0231
CPERKG00000005516.1	699	483.751	0	0
CPERKG00000005517.1	1410	1193.91	949	9.57369
CPERKG00000005518.1	2664	2447.91	6747	33.197
CPERKG00000005519.1	1311	1094.91	4874	53.6157
